1/5 квартиры,600000,12000,3,16,Вторичка,50.0,30.0,12.0,Null,1,1,Косметический,2006,Null,Панельный,Железобетонные,1,Центральное,Нет,Null,Null,1,"Свердловская область, Екатеринбург, р-н Верх-Исетский, мкр. Заречный, ул. Опалихинская, 40",https://ekb.cian.ru/sale/flat/292512904/
7/32 квартиры,399000,9500,5,5,Вторичка,42.0,30.0,6.0,Null,Null,Null,Без ремонта,1966,Null,Кирпичный,Железобетонные,2,Центральное,Нет,Центральное,Null,Null,"Свердловская область, Екатеринбург, р-н Автовокзал, ул. Фурманова, 110",https://ekb.cian.ru/sale/flat/292132548/
2/5 квартиры,995000,27562,7,12,Вторичка,36.1,23.0,9.0,2.5,1,1,Косметический,1987,Да,Кирпичный,Железобетонные,1,Центральное,Нет,Null,Null,1,"Свердловская область, Екатеринбург, р-н Автовокзал, ул. Белинского, 206",https://ekb.cian.ru/sale/flat/290667008/
